id,run_id,file_name,file_type,file_size,local_path,download_url,created_at
58,3lovqnji,artifact/1346966191/wandb_manifest.json,json,0,wandb_downloads/3lovqnji/artifact/1346966191/wandb_manifest.json,https://api.wandb.ai/files/eki-fhswf/qtransform/3lovqnji/artifact/1346966191/wandb_manifest.json,2025-08-26T17:09:01.745761
59,dtbyg8i8,artifact/1346966196/wandb_manifest.json,json,0,wandb_downloads/dtbyg8i8/artifact/1346966196/wandb_manifest.json,https://api.wandb.ai/files/eki-fhswf/qtransform/dtbyg8i8/artifact/1346966196/wandb_manifest.json,2025-08-26T17:09:05.239251
60,i8zkuyyg,artifact/1346966187/wandb_manifest.json,json,0,wandb_downloads/i8zkuyyg/artifact/1346966187/wandb_manifest.json,https://api.wandb.ai/files/eki-fhswf/qtransform/i8zkuyyg/artifact/1346966187/wandb_manifest.json,2025-08-26T17:09:08.980494
61,ptgcoxcq,artifact/1346966188/wandb_manifest.json,json,0,wandb_downloads/ptgcoxcq/artifact/1346966188/wandb_manifest.json,https://api.wandb.ai/files/eki-fhswf/qtransform/ptgcoxcq/artifact/1346966188/wandb_manifest.json,2025-08-26T17:09:12.917399
62,v9ynenlu,artifact/1346966186/wandb_manifest.json,json,0,wandb_downloads/v9ynenlu/artifact/1346966186/wandb_manifest.json,https://api.wandb.ai/files/eki-fhswf/qtransform/v9ynenlu/artifact/1346966186/wandb_manifest.json,2025-08-26T17:09:16.632925
63,091rjx9l,artifact/1346966183/wandb_manifest.json,json,0,wandb_downloads/091rjx9l/artifact/1346966183/wandb_manifest.json,https://api.wandb.ai/files/eki-fhswf/qtransform/091rjx9l/artifact/1346966183/wandb_manifest.json,2025-08-26T17:09:20.337263
64,9t8br95f,artifact/1340220196/wandb_manifest.json,json,0,wandb_downloads/9t8br95f/artifact/1340220196/wandb_manifest.json,https://api.wandb.ai/files/eki-fhswf/qtransform/9t8br95f/artifact/1340220196/wandb_manifest.json,2025-08-26T17:09:23.568936
65,pbm9yjs1,artifact/1346966185/wandb_manifest.json,json,0,wandb_downloads/pbm9yjs1/artifact/1346966185/wandb_manifest.json,https://api.wandb.ai/files/eki-fhswf/qtransform/pbm9yjs1/artifact/1346966185/wandb_manifest.json,2025-08-26T17:09:27.445690
66,frh25xzi,artifact/1346966182/wandb_manifest.json,json,0,wandb_downloads/frh25xzi/artifact/1346966182/wandb_manifest.json,https://api.wandb.ai/files/eki-fhswf/qtransform/frh25xzi/artifact/1346966182/wandb_manifest.json,2025-08-26T17:09:31.457231
67,hsuxm7ex,artifact/1346966179/wandb_manifest.json,json,0,wandb_downloads/hsuxm7ex/artifact/1346966179/wandb_manifest.json,https://api.wandb.ai/files/eki-fhswf/qtransform/hsuxm7ex/artifact/1346966179/wandb_manifest.json,2025-08-26T17:09:35.397674
68,ule4yjtw,artifact/1346966181/wandb_manifest.json,json,0,wandb_downloads/ule4yjtw/artifact/1346966181/wandb_manifest.json,https://api.wandb.ai/files/eki-fhswf/qtransform/ule4yjtw/artifact/1346966181/wandb_manifest.json,2025-08-26T17:09:39.260458
69,dbpmhwiy,artifact/1346961220/wandb_manifest.json,json,0,wandb_downloads/dbpmhwiy/artifact/1346961220/wandb_manifest.json,https://api.wandb.ai/files/eki-fhswf/qtransform/dbpmhwiy/artifact/1346961220/wandb_manifest.json,2025-08-26T17:09:42.993698
70,cndykau5,artifact/1346958820/wandb_manifest.json,json,0,wandb_downloads/cndykau5/artifact/1346958820/wandb_manifest.json,https://api.wandb.ai/files/eki-fhswf/qtransform/cndykau5/artifact/1346958820/wandb_manifest.json,2025-08-26T17:09:46.744873
71,uefyq8bo,artifact/1346966177/wandb_manifest.json,json,0,wandb_downloads/uefyq8bo/artifact/1346966177/wandb_manifest.json,https://api.wandb.ai/files/eki-fhswf/qtransform/uefyq8bo/artifact/1346966177/wandb_manifest.json,2025-08-26T17:09:50.712021
72,erx3gkgh,artifact/1346966176/wandb_manifest.json,json,0,wandb_downloads/erx3gkgh/artifact/1346966176/wandb_manifest.json,https://api.wandb.ai/files/eki-fhswf/qtransform/erx3gkgh/artifact/1346966176/wandb_manifest.json,2025-08-26T17:09:54.212690
73,ulowux7o,artifact/1346966175/wandb_manifest.json,json,0,wandb_downloads/ulowux7o/artifact/1346966175/wandb_manifest.json,https://api.wandb.ai/files/eki-fhswf/qtransform/ulowux7o/artifact/1346966175/wandb_manifest.json,2025-08-26T17:09:58.054044
74,viejqwg0,artifact/1346966178/wandb_manifest.json,json,0,wandb_downloads/viejqwg0/artifact/1346966178/wandb_manifest.json,https://api.wandb.ai/files/eki-fhswf/qtransform/viejqwg0/artifact/1346966178/wandb_manifest.json,2025-08-26T17:10:01.920063
75,dpzp89aq,artifact/1346966172/wandb_manifest.json,json,0,wandb_downloads/dpzp89aq/artifact/1346966172/wandb_manifest.json,https://api.wandb.ai/files/eki-fhswf/qtransform/dpzp89aq/artifact/1346966172/wandb_manifest.json,2025-08-26T17:10:05.704987
